"datekey","Date","Year","Day","Month Name","Month","MonthNr","Quarter"
20200411,2020-04-11,"2020",Saturday,April,Apr,4,2
20200412,2020-04-12,"2020",Sunday,April,Apr,4,2
20200413,2020-04-13,"2020",Monday,April,Apr,4,2
20200414,2020-04-14,"2020",Tuesday,April,Apr,4,2
20200415,2020-04-15,"2020",Wednesday,April,Apr,4,2
20200416,2020-04-16,"2020",Thursday,April,Apr,4,2
20200417,2020-04-17,"2020",Friday,April,Apr,4,2
20200418,2020-04-18,"2020",Saturday,April,Apr,4,2
20200419,2020-04-19,"2020",Sunday,April,Apr,4,2
20200420,2020-04-20,"2020",Monday,April,Apr,4,2
20200421,2020-04-21,"2020",Tuesday,April,Apr,4,2
20200422,2020-04-22,"2020",Wednesday,April,Apr,4,2
20200423,2020-04-23,"2020",Thursday,April,Apr,4,2
20200424,2020-04-24,"2020",Friday,April,Apr,4,2
20200425,2020-04-25,"2020",Saturday,April,Apr,4,2
20200426,2020-04-26,"2020",Sunday,April,Apr,4,2
20200427,2020-04-27,"2020",Monday,April,Apr,4,2
20200428,2020-04-28,"2020",Tuesday,April,Apr,4,2
20200429,2020-04-29,"2020",Wednesday,April,Apr,4,2
20200430,2020-04-30,"2020",Thursday,April,Apr,4,2
20200501,2020-05-01,"2020",Friday,May,May,5,2
20200502,2020-05-02,"2020",Saturday,May,May,5,2
20200503,2020-05-03,"2020",Sunday,May,May,5,2
20200504,2020-05-04,"2020",Monday,May,May,5,2
20200505,2020-05-05,"2020",Tuesday,May,May,5,2
20200506,2020-05-06,"2020",Wednesday,May,May,5,2
20200507,2020-05-07,"2020",Thursday,May,May,5,2
20200508,2020-05-08,"2020",Friday,May,May,5,2
20200509,2020-05-09,"2020",Saturday,May,May,5,2
20200510,2020-05-10,"2020",Sunday,May,May,5,2
20200511,2020-05-11,"2020",Monday,May,May,5,2
20200512,2020-05-12,"2020",Tuesday,May,May,5,2
20200513,2020-05-13,"2020",Wednesday,May,May,5,2
20200514,2020-05-14,"2020",Thursday,May,May,5,2
20200515,2020-05-15,"2020",Friday,May,May,5,2
20200516,2020-05-16,"2020",Saturday,May,May,5,2
20200517,2020-05-17,"2020",Sunday,May,May,5,2
20200518,2020-05-18,"2020",Monday,May,May,5,2
20200519,2020-05-19,"2020",Tuesday,May,May,5,2
20200520,2020-05-20,"2020",Wednesday,May,May,5,2
20200521,2020-05-21,"2020",Thursday,May,May,5,2
20200522,2020-05-22,"2020",Friday,May,May,5,2
20200523,2020-05-23,"2020",Saturday,May,May,5,2
20200524,2020-05-24,"2020",Sunday,May,May,5,2
20200525,2020-05-25,"2020",Monday,May,May,5,2
20200526,2020-05-26,"2020",Tuesday,May,May,5,2
20200527,2020-05-27,"2020",Wednesday,May,May,5,2
20200528,2020-05-28,"2020",Thursday,May,May,5,2
20200529,2020-05-29,"2020",Friday,May,May,5,2
20200530,2020-05-30,"2020",Saturday,May,May,5,2
20200531,2020-05-31,"2020",Sunday,May,May,5,2
20200601,2020-06-01,"2020",Monday,June,Jun,6,2
20200602,2020-06-02,"2020",Tuesday,June,Jun,6,2
20200603,2020-06-03,"2020",Wednesday,June,Jun,6,2
20200604,2020-06-04,"2020",Thursday,June,Jun,6,2
20200605,2020-06-05,"2020",Friday,June,Jun,6,2
20200606,2020-06-06,"2020",Saturday,June,Jun,6,2
20200607,2020-06-07,"2020",Sunday,June,Jun,6,2
20200608,2020-06-08,"2020",Monday,June,Jun,6,2
20200609,2020-06-09,"2020",Tuesday,June,Jun,6,2
20200610,2020-06-10,"2020",Wednesday,June,Jun,6,2
20200611,2020-06-11,"2020",Thursday,June,Jun,6,2
20200612,2020-06-12,"2020",Friday,June,Jun,6,2
20200613,2020-06-13,"2020",Saturday,June,Jun,6,2
20200614,2020-06-14,"2020",Sunday,June,Jun,6,2
20200615,2020-06-15,"2020",Monday,June,Jun,6,2
20200616,2020-06-16,"2020",Tuesday,June,Jun,6,2
20200617,2020-06-17,"2020",Wednesday,June,Jun,6,2
20200618,2020-06-18,"2020",Thursday,June,Jun,6,2
20200619,2020-06-19,"2020",Friday,June,Jun,6,2
20200620,2020-06-20,"2020",Saturday,June,Jun,6,2
20200621,2020-06-21,"2020",Sunday,June,Jun,6,2
20200622,2020-06-22,"2020",Monday,June,Jun,6,2
20200623,2020-06-23,"2020",Tuesday,June,Jun,6,2
20200624,2020-06-24,"2020",Wednesday,June,Jun,6,2
20200625,2020-06-25,"2020",Thursday,June,Jun,6,2
20200626,2020-06-26,"2020",Friday,June,Jun,6,2
20200627,2020-06-27,"2020",Saturday,June,Jun,6,2
20200628,2020-06-28,"2020",Sunday,June,Jun,6,2
20200629,2020-06-29,"2020",Monday,June,Jun,6,2
20200630,2020-06-30,"2020",Tuesday,June,Jun,6,2
20200701,2020-07-01,"2020",Wednesday,July,Jul,7,3
20200702,2020-07-02,"2020",Thursday,July,Jul,7,3
20200703,2020-07-03,"2020",Friday,July,Jul,7,3
20200704,2020-07-04,"2020",Saturday,July,Jul,7,3
20200705,2020-07-05,"2020",Sunday,July,Jul,7,3
20200706,2020-07-06,"2020",Monday,July,Jul,7,3
20200707,2020-07-07,"2020",Tuesday,July,Jul,7,3
20200708,2020-07-08,"2020",Wednesday,July,Jul,7,3
20200709,2020-07-09,"2020",Thursday,July,Jul,7,3
20200710,2020-07-10,"2020",Friday,July,Jul,7,3
20200711,2020-07-11,"2020",Saturday,July,Jul,7,3
20200712,2020-07-12,"2020",Sunday,July,Jul,7,3
20200713,2020-07-13,"2020",Monday,July,Jul,7,3
20200714,2020-07-14,"2020",Tuesday,July,Jul,7,3
20200715,2020-07-15,"2020",Wednesday,July,Jul,7,3
20200716,2020-07-16,"2020",Thursday,July,Jul,7,3
20200717,2020-07-17,"2020",Friday,July,Jul,7,3
20200718,2020-07-18,"2020",Saturday,July,Jul,7,3
20200719,2020-07-19,"2020",Sunday,July,Jul,7,3
20200720,2020-07-20,"2020",Monday,July,Jul,7,3
20200721,2020-07-21,"2020",Tuesday,July,Jul,7,3
20200722,2020-07-22,"2020",Wednesday,July,Jul,7,3
20200723,2020-07-23,"2020",Thursday,July,Jul,7,3
20200724,2020-07-24,"2020",Friday,July,Jul,7,3
20200725,2020-07-25,"2020",Saturday,July,Jul,7,3
20200726,2020-07-26,"2020",Sunday,July,Jul,7,3
20200727,2020-07-27,"2020",Monday,July,Jul,7,3
20200728,2020-07-28,"2020",Tuesday,July,Jul,7,3
20200729,2020-07-29,"2020",Wednesday,July,Jul,7,3
20200730,2020-07-30,"2020",Thursday,July,Jul,7,3
20200731,2020-07-31,"2020",Friday,July,Jul,7,3
20200801,2020-08-01,"2020",Saturday,August,Aug,8,3
20200802,2020-08-02,"2020",Sunday,August,Aug,8,3
20200803,2020-08-03,"2020",Monday,August,Aug,8,3
20200804,2020-08-04,"2020",Tuesday,August,Aug,8,3
20200805,2020-08-05,"2020",Wednesday,August,Aug,8,3
20200806,2020-08-06,"2020",Thursday,August,Aug,8,3
20200807,2020-08-07,"2020",Friday,August,Aug,8,3
20200808,2020-08-08,"2020",Saturday,August,Aug,8,3
20200809,2020-08-09,"2020",Sunday,August,Aug,8,3
20200810,2020-08-10,"2020",Monday,August,Aug,8,3
20200811,2020-08-11,"2020",Tuesday,August,Aug,8,3
20200812,2020-08-12,"2020",Wednesday,August,Aug,8,3
20200813,2020-08-13,"2020",Thursday,August,Aug,8,3
20200814,2020-08-14,"2020",Friday,August,Aug,8,3
20200815,2020-08-15,"2020",Saturday,August,Aug,8,3
20200816,2020-08-16,"2020",Sunday,August,Aug,8,3
20200817,2020-08-17,"2020",Monday,August,Aug,8,3
20200818,2020-08-18,"2020",Tuesday,August,Aug,8,3
20200819,2020-08-19,"2020",Wednesday,August,Aug,8,3
20200820,2020-08-20,"2020",Thursday,August,Aug,8,3
20200821,2020-08-21,"2020",Friday,August,Aug,8,3
20200822,2020-08-22,"2020",Saturday,August,Aug,8,3
20200823,2020-08-23,"2020",Sunday,August,Aug,8,3
20200824,2020-08-24,"2020",Monday,August,Aug,8,3
20200825,2020-08-25,"2020",Tuesday,August,Aug,8,3
20200826,2020-08-26,"2020",Wednesday,August,Aug,8,3
20200827,2020-08-27,"2020",Thursday,August,Aug,8,3
20200828,2020-08-28,"2020",Friday,August,Aug,8,3
20200829,2020-08-29,"2020",Saturday,August,Aug,8,3
20200830,2020-08-30,"2020",Sunday,August,Aug,8,3
20200831,2020-08-31,"2020",Monday,August,Aug,8,3
20200901,2020-09-01,"2020",Tuesday,September,Sep,9,3
20200902,2020-09-02,"2020",Wednesday,September,Sep,9,3
20200903,2020-09-03,"2020",Thursday,September,Sep,9,3
20200904,2020-09-04,"2020",Friday,September,Sep,9,3
20200905,2020-09-05,"2020",Saturday,September,Sep,9,3
20200906,2020-09-06,"2020",Sunday,September,Sep,9,3
20200907,2020-09-07,"2020",Monday,September,Sep,9,3
20200908,2020-09-08,"2020",Tuesday,September,Sep,9,3
20200909,2020-09-09,"2020",Wednesday,September,Sep,9,3
20200910,2020-09-10,"2020",Thursday,September,Sep,9,3
20200911,2020-09-11,"2020",Friday,September,Sep,9,3
20200912,2020-09-12,"2020",Saturday,September,Sep,9,3
20200913,2020-09-13,"2020",Sunday,September,Sep,9,3
20200914,2020-09-14,"2020",Monday,September,Sep,9,3
20200915,2020-09-15,"2020",Tuesday,September,Sep,9,3
20200916,2020-09-16,"2020",Wednesday,September,Sep,9,3
20200917,2020-09-17,"2020",Thursday,September,Sep,9,3
20200918,2020-09-18,"2020",Friday,September,Sep,9,3
20200919,2020-09-19,"2020",Saturday,September,Sep,9,3
20200920,2020-09-20,"2020",Sunday,September,Sep,9,3
20200921,2020-09-21,"2020",Monday,September,Sep,9,3
20200922,2020-09-22,"2020",Tuesday,September,Sep,9,3
20200923,2020-09-23,"2020",Wednesday,September,Sep,9,3
20200924,2020-09-24,"2020",Thursday,September,Sep,9,3
20200925,2020-09-25,"2020",Friday,September,Sep,9,3
20200926,2020-09-26,"2020",Saturday,September,Sep,9,3
20200927,2020-09-27,"2020",Sunday,September,Sep,9,3
20200928,2020-09-28,"2020",Monday,September,Sep,9,3
20200929,2020-09-29,"2020",Tuesday,September,Sep,9,3
20200930,2020-09-30,"2020",Wednesday,September,Sep,9,3
20201001,2020-10-01,"2020",Thursday,October,Oct,10,4
20201002,2020-10-02,"2020",Friday,October,Oct,10,4
20201003,2020-10-03,"2020",Saturday,October,Oct,10,4
20201004,2020-10-04,"2020",Sunday,October,Oct,10,4
20201005,2020-10-05,"2020",Monday,October,Oct,10,4
20201006,2020-10-06,"2020",Tuesday,October,Oct,10,4
20201007,2020-10-07,"2020",Wednesday,October,Oct,10,4
20201008,2020-10-08,"2020",Thursday,October,Oct,10,4
20201009,2020-10-09,"2020",Friday,October,Oct,10,4
20201010,2020-10-10,"2020",Saturday,October,Oct,10,4
20201011,2020-10-11,"2020",Sunday,October,Oct,10,4
20201012,2020-10-12,"2020",Monday,October,Oct,10,4
20201013,2020-10-13,"2020",Tuesday,October,Oct,10,4
20201014,2020-10-14,"2020",Wednesday,October,Oct,10,4
20201015,2020-10-15,"2020",Thursday,October,Oct,10,4
20201016,2020-10-16,"2020",Friday,October,Oct,10,4
20201017,2020-10-17,"2020",Saturday,October,Oct,10,4
20201018,2020-10-18,"2020",Sunday,October,Oct,10,4
20201019,2020-10-19,"2020",Monday,October,Oct,10,4
20201020,2020-10-20,"2020",Tuesday,October,Oct,10,4
20201021,2020-10-21,"2020",Wednesday,October,Oct,10,4
20201022,2020-10-22,"2020",Thursday,October,Oct,10,4
20201023,2020-10-23,"2020",Friday,October,Oct,10,4
20201024,2020-10-24,"2020",Saturday,October,Oct,10,4
20201025,2020-10-25,"2020",Sunday,October,Oct,10,4
20201026,2020-10-26,"2020",Monday,October,Oct,10,4
20201027,2020-10-27,"2020",Tuesday,October,Oct,10,4
20201028,2020-10-28,"2020",Wednesday,October,Oct,10,4
20201029,2020-10-29,"2020",Thursday,October,Oct,10,4
20201030,2020-10-30,"2020",Friday,October,Oct,10,4
20201031,2020-10-31,"2020",Saturday,October,Oct,10,4
20201101,2020-11-01,"2020",Sunday,November,Nov,11,4
20201102,2020-11-02,"2020",Monday,November,Nov,11,4
20201103,2020-11-03,"2020",Tuesday,November,Nov,11,4
20201104,2020-11-04,"2020",Wednesday,November,Nov,11,4
20201105,2020-11-05,"2020",Thursday,November,Nov,11,4
20201106,2020-11-06,"2020",Friday,November,Nov,11,4
20201107,2020-11-07,"2020",Saturday,November,Nov,11,4
20201108,2020-11-08,"2020",Sunday,November,Nov,11,4
20201109,2020-11-09,"2020",Monday,November,Nov,11,4
20201110,2020-11-10,"2020",Tuesday,November,Nov,11,4
20201111,2020-11-11,"2020",Wednesday,November,Nov,11,4
20201112,2020-11-12,"2020",Thursday,November,Nov,11,4
20201113,2020-11-13,"2020",Friday,November,Nov,11,4
20201114,2020-11-14,"2020",Saturday,November,Nov,11,4
20201115,2020-11-15,"2020",Sunday,November,Nov,11,4
20201116,2020-11-16,"2020",Monday,November,Nov,11,4
20201117,2020-11-17,"2020",Tuesday,November,Nov,11,4
20201118,2020-11-18,"2020",Wednesday,November,Nov,11,4
20201119,2020-11-19,"2020",Thursday,November,Nov,11,4
20201120,2020-11-20,"2020",Friday,November,Nov,11,4
20201121,2020-11-21,"2020",Saturday,November,Nov,11,4
20201122,2020-11-22,"2020",Sunday,November,Nov,11,4
20201123,2020-11-23,"2020",Monday,November,Nov,11,4
20201124,2020-11-24,"2020",Tuesday,November,Nov,11,4
20201125,2020-11-25,"2020",Wednesday,November,Nov,11,4
20201126,2020-11-26,"2020",Thursday,November,Nov,11,4
20201127,2020-11-27,"2020",Friday,November,Nov,11,4
20201128,2020-11-28,"2020",Saturday,November,Nov,11,4
20201129,2020-11-29,"2020",Sunday,November,Nov,11,4
20201130,2020-11-30,"2020",Monday,November,Nov,11,4
20201201,2020-12-01,"2020",Tuesday,December,Dec,12,4
20201202,2020-12-02,"2020",Wednesday,December,Dec,12,4
20201203,2020-12-03,"2020",Thursday,December,Dec,12,4
20201204,2020-12-04,"2020",Friday,December,Dec,12,4
20201205,2020-12-05,"2020",Saturday,December,Dec,12,4
20201206,2020-12-06,"2020",Sunday,December,Dec,12,4
20201207,2020-12-07,"2020",Monday,December,Dec,12,4
20201208,2020-12-08,"2020",Tuesday,December,Dec,12,4
20201209,2020-12-09,"2020",Wednesday,December,Dec,12,4
20201210,2020-12-10,"2020",Thursday,December,Dec,12,4
20201211,2020-12-11,"2020",Friday,December,Dec,12,4
20201212,2020-12-12,"2020",Saturday,December,Dec,12,4
20201213,2020-12-13,"2020",Sunday,December,Dec,12,4
20201214,2020-12-14,"2020",Monday,December,Dec,12,4
20201215,2020-12-15,"2020",Tuesday,December,Dec,12,4
20201216,2020-12-16,"2020",Wednesday,December,Dec,12,4
20201217,2020-12-17,"2020",Thursday,December,Dec,12,4
20201218,2020-12-18,"2020",Friday,December,Dec,12,4
20201219,2020-12-19,"2020",Saturday,December,Dec,12,4
20201220,2020-12-20,"2020",Sunday,December,Dec,12,4
20201221,2020-12-21,"2020",Monday,December,Dec,12,4
20201222,2020-12-22,"2020",Tuesday,December,Dec,12,4
20201223,2020-12-23,"2020",Wednesday,December,Dec,12,4
20201224,2020-12-24,"2020",Thursday,December,Dec,12,4
20201225,2020-12-25,"2020",Friday,December,Dec,12,4
20201226,2020-12-26,"2020",Saturday,December,Dec,12,4
20201227,2020-12-27,"2020",Sunday,December,Dec,12,4
20201228,2020-12-28,"2020",Monday,December,Dec,12,4
20201229,2020-12-29,"2020",Tuesday,December,Dec,12,4
20201230,2020-12-30,"2020",Wednesday,December,Dec,12,4
20201231,2020-12-31,"2020",Thursday,December,Dec,12,4
20210101,2021-01-01,"2021",Friday,January,Jan,1,1
20210102,2021-01-02,"2021",Saturday,January,Jan,1,1
20210103,2021-01-03,"2021",Sunday,January,Jan,1,1
20210104,2021-01-04,"2021",Monday,January,Jan,1,1
20210105,2021-01-05,"2021",Tuesday,January,Jan,1,1
20210106,2021-01-06,"2021",Wednesday,January,Jan,1,1
20210107,2021-01-07,"2021",Thursday,January,Jan,1,1
20210108,2021-01-08,"2021",Friday,January,Jan,1,1
20210109,2021-01-09,"2021",Saturday,January,Jan,1,1
20210110,2021-01-10,"2021",Sunday,January,Jan,1,1
20210111,2021-01-11,"2021",Monday,January,Jan,1,1
20210112,2021-01-12,"2021",Tuesday,January,Jan,1,1
20210113,2021-01-13,"2021",Wednesday,January,Jan,1,1
20210114,2021-01-14,"2021",Thursday,January,Jan,1,1
20210115,2021-01-15,"2021",Friday,January,Jan,1,1
20210116,2021-01-16,"2021",Saturday,January,Jan,1,1
20210117,2021-01-17,"2021",Sunday,January,Jan,1,1
20210118,2021-01-18,"2021",Monday,January,Jan,1,1
20210119,2021-01-19,"2021",Tuesday,January,Jan,1,1
20210120,2021-01-20,"2021",Wednesday,January,Jan,1,1
20210121,2021-01-21,"2021",Thursday,January,Jan,1,1
20210122,2021-01-22,"2021",Friday,January,Jan,1,1
20210123,2021-01-23,"2021",Saturday,January,Jan,1,1
20210124,2021-01-24,"2021",Sunday,January,Jan,1,1
20210125,2021-01-25,"2021",Monday,January,Jan,1,1
20210126,2021-01-26,"2021",Tuesday,January,Jan,1,1
20210127,2021-01-27,"2021",Wednesday,January,Jan,1,1
20210128,2021-01-28,"2021",Thursday,January,Jan,1,1
20210129,2021-01-29,"2021",Friday,January,Jan,1,1
20210130,2021-01-30,"2021",Saturday,January,Jan,1,1
20210131,2021-01-31,"2021",Sunday,January,Jan,1,1
20210201,2021-02-01,"2021",Monday,February,Feb,2,1
20210202,2021-02-02,"2021",Tuesday,February,Feb,2,1
20210203,2021-02-03,"2021",Wednesday,February,Feb,2,1
20210204,2021-02-04,"2021",Thursday,February,Feb,2,1
20210205,2021-02-05,"2021",Friday,February,Feb,2,1
20210206,2021-02-06,"2021",Saturday,February,Feb,2,1
20210207,2021-02-07,"2021",Sunday,February,Feb,2,1
20210208,2021-02-08,"2021",Monday,February,Feb,2,1
20210209,2021-02-09,"2021",Tuesday,February,Feb,2,1
20210210,2021-02-10,"2021",Wednesday,February,Feb,2,1
20210211,2021-02-11,"2021",Thursday,February,Feb,2,1
20210212,2021-02-12,"2021",Friday,February,Feb,2,1
20210213,2021-02-13,"2021",Saturday,February,Feb,2,1
20210214,2021-02-14,"2021",Sunday,February,Feb,2,1
20210215,2021-02-15,"2021",Monday,February,Feb,2,1
20210216,2021-02-16,"2021",Tuesday,February,Feb,2,1
20210217,2021-02-17,"2021",Wednesday,February,Feb,2,1
20210218,2021-02-18,"2021",Thursday,February,Feb,2,1
20210219,2021-02-19,"2021",Friday,February,Feb,2,1
20210220,2021-02-20,"2021",Saturday,February,Feb,2,1
20210221,2021-02-21,"2021",Sunday,February,Feb,2,1
20210222,2021-02-22,"2021",Monday,February,Feb,2,1
20210223,2021-02-23,"2021",Tuesday,February,Feb,2,1
20210224,2021-02-24,"2021",Wednesday,February,Feb,2,1
20210225,2021-02-25,"2021",Thursday,February,Feb,2,1
20210226,2021-02-26,"2021",Friday,February,Feb,2,1
20210227,2021-02-27,"2021",Saturday,February,Feb,2,1
20210228,2021-02-28,"2021",Sunday,February,Feb,2,1
20210301,2021-03-01,"2021",Monday,March,Mar,3,1
20210302,2021-03-02,"2021",Tuesday,March,Mar,3,1
20210303,2021-03-03,"2021",Wednesday,March,Mar,3,1
20210304,2021-03-04,"2021",Thursday,March,Mar,3,1
20210305,2021-03-05,"2021",Friday,March,Mar,3,1
20210306,2021-03-06,"2021",Saturday,March,Mar,3,1
20210307,2021-03-07,"2021",Sunday,March,Mar,3,1
20210308,2021-03-08,"2021",Monday,March,Mar,3,1
20210309,2021-03-09,"2021",Tuesday,March,Mar,3,1
20210310,2021-03-10,"2021",Wednesday,March,Mar,3,1
20210311,2021-03-11,"2021",Thursday,March,Mar,3,1
20210312,2021-03-12,"2021",Friday,March,Mar,3,1
20210313,2021-03-13,"2021",Saturday,March,Mar,3,1
20210314,2021-03-14,"2021",Sunday,March,Mar,3,1
20210315,2021-03-15,"2021",Monday,March,Mar,3,1
20210316,2021-03-16,"2021",Tuesday,March,Mar,3,1
20210317,2021-03-17,"2021",Wednesday,March,Mar,3,1
20210318,2021-03-18,"2021",Thursday,March,Mar,3,1
20210319,2021-03-19,"2021",Friday,March,Mar,3,1
20210320,2021-03-20,"2021",Saturday,March,Mar,3,1
20210321,2021-03-21,"2021",Sunday,March,Mar,3,1
20210322,2021-03-22,"2021",Monday,March,Mar,3,1
20210323,2021-03-23,"2021",Tuesday,March,Mar,3,1
20210324,2021-03-24,"2021",Wednesday,March,Mar,3,1
20210325,2021-03-25,"2021",Thursday,March,Mar,3,1
20210326,2021-03-26,"2021",Friday,March,Mar,3,1
20210327,2021-03-27,"2021",Saturday,March,Mar,3,1
20210328,2021-03-28,"2021",Sunday,March,Mar,3,1
20210329,2021-03-29,"2021",Monday,March,Mar,3,1
20210330,2021-03-30,"2021",Tuesday,March,Mar,3,1
20210331,2021-03-31,"2021",Wednesday,March,Mar,3,1
20210401,2021-04-01,"2021",Thursday,April,Apr,4,2
20210402,2021-04-02,"2021",Friday,April,Apr,4,2
20210403,2021-04-03,"2021",Saturday,April,Apr,4,2
20210404,2021-04-04,"2021",Sunday,April,Apr,4,2
20210405,2021-04-05,"2021",Monday,April,Apr,4,2
20210406,2021-04-06,"2021",Tuesday,April,Apr,4,2
20210407,2021-04-07,"2021",Wednesday,April,Apr,4,2
20210408,2021-04-08,"2021",Thursday,April,Apr,4,2
20210409,2021-04-09,"2021",Friday,April,Apr,4,2
20210410,2021-04-10,"2021",Saturday,April,Apr,4,2
20210411,2021-04-11,"2021",Sunday,April,Apr,4,2
20210412,2021-04-12,"2021",Monday,April,Apr,4,2
20210413,2021-04-13,"2021",Tuesday,April,Apr,4,2
20210414,2021-04-14,"2021",Wednesday,April,Apr,4,2
20210415,2021-04-15,"2021",Thursday,April,Apr,4,2
20210416,2021-04-16,"2021",Friday,April,Apr,4,2
20210417,2021-04-17,"2021",Saturday,April,Apr,4,2
20210418,2021-04-18,"2021",Sunday,April,Apr,4,2
20210419,2021-04-19,"2021",Monday,April,Apr,4,2
20210420,2021-04-20,"2021",Tuesday,April,Apr,4,2
20210421,2021-04-21,"2021",Wednesday,April,Apr,4,2
20210422,2021-04-22,"2021",Thursday,April,Apr,4,2
20210423,2021-04-23,"2021",Friday,April,Apr,4,2
20210424,2021-04-24,"2021",Saturday,April,Apr,4,2
20210425,2021-04-25,"2021",Sunday,April,Apr,4,2
20210426,2021-04-26,"2021",Monday,April,Apr,4,2
20210427,2021-04-27,"2021",Tuesday,April,Apr,4,2
20210428,2021-04-28,"2021",Wednesday,April,Apr,4,2
20210429,2021-04-29,"2021",Thursday,April,Apr,4,2
20210430,2021-04-30,"2021",Friday,April,Apr,4,2
20210501,2021-05-01,"2021",Saturday,May,May,5,2
20210502,2021-05-02,"2021",Sunday,May,May,5,2
20210503,2021-05-03,"2021",Monday,May,May,5,2
20210504,2021-05-04,"2021",Tuesday,May,May,5,2
20210505,2021-05-05,"2021",Wednesday,May,May,5,2
20210506,2021-05-06,"2021",Thursday,May,May,5,2
20210507,2021-05-07,"2021",Friday,May,May,5,2
20210508,2021-05-08,"2021",Saturday,May,May,5,2
20210509,2021-05-09,"2021",Sunday,May,May,5,2
20210510,2021-05-10,"2021",Monday,May,May,5,2
20210511,2021-05-11,"2021",Tuesday,May,May,5,2
20210512,2021-05-12,"2021",Wednesday,May,May,5,2
20210513,2021-05-13,"2021",Thursday,May,May,5,2
20210514,2021-05-14,"2021",Friday,May,May,5,2
20210515,2021-05-15,"2021",Saturday,May,May,5,2
20210516,2021-05-16,"2021",Sunday,May,May,5,2
20210517,2021-05-17,"2021",Monday,May,May,5,2
20210518,2021-05-18,"2021",Tuesday,May,May,5,2
20210519,2021-05-19,"2021",Wednesday,May,May,5,2
20210520,2021-05-20,"2021",Thursday,May,May,5,2
20210521,2021-05-21,"2021",Friday,May,May,5,2
20210522,2021-05-22,"2021",Saturday,May,May,5,2
20210523,2021-05-23,"2021",Sunday,May,May,5,2
20210524,2021-05-24,"2021",Monday,May,May,5,2
20210525,2021-05-25,"2021",Tuesday,May,May,5,2
20210526,2021-05-26,"2021",Wednesday,May,May,5,2
20210527,2021-05-27,"2021",Thursday,May,May,5,2
20210528,2021-05-28,"2021",Friday,May,May,5,2
20210529,2021-05-29,"2021",Saturday,May,May,5,2
20210530,2021-05-30,"2021",Sunday,May,May,5,2
20210531,2021-05-31,"2021",Monday,May,May,5,2
20210601,2021-06-01,"2021",Tuesday,June,Jun,6,2
20210602,2021-06-02,"2021",Wednesday,June,Jun,6,2
20210603,2021-06-03,"2021",Thursday,June,Jun,6,2
20210604,2021-06-04,"2021",Friday,June,Jun,6,2
20210605,2021-06-05,"2021",Saturday,June,Jun,6,2
20210606,2021-06-06,"2021",Sunday,June,Jun,6,2
20210607,2021-06-07,"2021",Monday,June,Jun,6,2
20210608,2021-06-08,"2021",Tuesday,June,Jun,6,2
20210609,2021-06-09,"2021",Wednesday,June,Jun,6,2
20210610,2021-06-10,"2021",Thursday,June,Jun,6,2
20210611,2021-06-11,"2021",Friday,June,Jun,6,2
20210612,2021-06-12,"2021",Saturday,June,Jun,6,2
20210613,2021-06-13,"2021",Sunday,June,Jun,6,2
20210614,2021-06-14,"2021",Monday,June,Jun,6,2
20210615,2021-06-15,"2021",Tuesday,June,Jun,6,2
20210616,2021-06-16,"2021",Wednesday,June,Jun,6,2
20210617,2021-06-17,"2021",Thursday,June,Jun,6,2
20210618,2021-06-18,"2021",Friday,June,Jun,6,2
20210619,2021-06-19,"2021",Saturday,June,Jun,6,2
20210620,2021-06-20,"2021",Sunday,June,Jun,6,2
20210621,2021-06-21,"2021",Monday,June,Jun,6,2
20210622,2021-06-22,"2021",Tuesday,June,Jun,6,2
20210623,2021-06-23,"2021",Wednesday,June,Jun,6,2
20210624,2021-06-24,"2021",Thursday,June,Jun,6,2
20210625,2021-06-25,"2021",Friday,June,Jun,6,2
20210626,2021-06-26,"2021",Saturday,June,Jun,6,2
20210627,2021-06-27,"2021",Sunday,June,Jun,6,2
20210628,2021-06-28,"2021",Monday,June,Jun,6,2
20210629,2021-06-29,"2021",Tuesday,June,Jun,6,2
20210630,2021-06-30,"2021",Wednesday,June,Jun,6,2
20210701,2021-07-01,"2021",Thursday,July,Jul,7,3
20210702,2021-07-02,"2021",Friday,July,Jul,7,3
20210703,2021-07-03,"2021",Saturday,July,Jul,7,3
20210704,2021-07-04,"2021",Sunday,July,Jul,7,3
20210705,2021-07-05,"2021",Monday,July,Jul,7,3
20210706,2021-07-06,"2021",Tuesday,July,Jul,7,3
20210707,2021-07-07,"2021",Wednesday,July,Jul,7,3
20210708,2021-07-08,"2021",Thursday,July,Jul,7,3
20210709,2021-07-09,"2021",Friday,July,Jul,7,3
20210710,2021-07-10,"2021",Saturday,July,Jul,7,3
20210711,2021-07-11,"2021",Sunday,July,Jul,7,3
20210712,2021-07-12,"2021",Monday,July,Jul,7,3
20210713,2021-07-13,"2021",Tuesday,July,Jul,7,3
20210714,2021-07-14,"2021",Wednesday,July,Jul,7,3
20210715,2021-07-15,"2021",Thursday,July,Jul,7,3
20210716,2021-07-16,"2021",Friday,July,Jul,7,3
20210717,2021-07-17,"2021",Saturday,July,Jul,7,3
20210718,2021-07-18,"2021",Sunday,July,Jul,7,3
20210719,2021-07-19,"2021",Monday,July,Jul,7,3
20210720,2021-07-20,"2021",Tuesday,July,Jul,7,3
20210721,2021-07-21,"2021",Wednesday,July,Jul,7,3
20210722,2021-07-22,"2021",Thursday,July,Jul,7,3
20210723,2021-07-23,"2021",Friday,July,Jul,7,3
